NR_PEDIDO_PARTICIPA;DT_PESQUISA_SATISFACAO;DS_QUESTAO;DS_ALTERNATIVA
LAI-009543/2023;45140,52208;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012767/2023;45140,65662;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011351/2023;45155,7977;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011318/2023;45155,80162;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011798/2023;45155,95314;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011797/2023;45155,95478;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012763/2023;45157,54825;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009948/2023;45162,45843;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009505/2023;45173,52782;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010889/2023;45199,68111;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001071/2023;46055,36755;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002378/2023;46064,72539;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006985/2023;46064,72681;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008153/2023;46093,87852;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009207/2023;46097,07042;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009540/2023;46087,95066;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011599/2023;46063,64628;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012891/2023;45141,69106;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013043/2023;45513,957;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013477/2023;45181,44417;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013517/2023;45156,58637;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013708/2023;45166,38331;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014372/2023;45180,61281;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014785/2023;45190,7813;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014883/2023;45195,48822;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015086/2023;45208,14917;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016929/2023;45254,46581;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017780/2023;45239,80671;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017786/2023;45282,5752;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017978/2023;45257,66983;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019015/2023;45258,36022;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019558/2023;45286,60488;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019998/2023;45313,81074;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020228/2023;45321,52546;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020582/2023;45314,02334;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000526/2024;46058,74181;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000807/2024;45440,43698;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001117/2024;45349,42704;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002061/2024;45385,7888;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002063/2024;45385,78743;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002064/2024;45385,78593;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002205/2024;45387,53419;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002431/2024;45349,47742;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002594/2024;45364,60571;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003400/2024;45418,74325;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003906/2024;45387,94146;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004359/2024;45370,53137;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004487/2024;45488,86721;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004709/2024;45388,76925;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004722/2024;45373,85417;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004731/2024;45398,36074;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005032/2024;45399,6526;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005158/2024;45442,85225;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005521/2024;45407,70209;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005915/2024;45407,4252;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006109/2024;45387,52528;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006391/2024;45387,41457;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006486/2024;45397,40146;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006511/2024;45420,64067;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006517/2024;45392,72499;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006771/2024;45442,8998;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006978/2024;45442,90253;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007110/2024;45399,74948;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007117/2024;45405,5172;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007267/2024;45406,43182;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007851/2024;45478,61008;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008027/2024;45774,15873;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008129/2024;45428,42992;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008249/2024;45421,68674;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008490/2024;45436,27764;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008593/2024;45449,50979;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008597/2024;45432,73373;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008860/2024;45435,55256;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009059/2024;45448,37193;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009083/2024;45503,32992;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009301/2024;45440,39742;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009309/2024;45435,74867;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009676/2024;45470,76434;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009685/2024;45503,32834;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009698/2024;45449,58899;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009821/2024;45473,07396;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009932/2024;45462,76045;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010092/2024;45464,76829;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010093/2024;45476,79816;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010156/2024;45488,6658;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010341/2024;45464,56501;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010527/2024;45468,41131;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010531/2024;46055,63872;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010952/2024;45476,47075;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011228/2024;45468,79947;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011532/2024;45467,66341;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011535/2024;45477,12382;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011693/2024;45482,53007;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011697/2024;45489,08646;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011705/2024;45481,53293;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012039/2024;45477,47455;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012067/2024;45491,88204;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012068/2024;45477,51436;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012070/2024;45490,63378;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012411/2024;45498,72604;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012439/2024;45478,85052;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012689/2024;45483,59898;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012905/2024;45551,88285;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012951/2024;45674,84528;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013392/2024;45513,40535;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013619/2024;46056,61547;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014042/2024;45527,51088;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014073/2024;45530,73791;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014223/2024;45520,62334;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014316/2024;45539,74185;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014318/2024;45520,60985;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014394/2024;45539,75755;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014532/2024;45537,5981;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014536/2024;45516,5623;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014647/2024;45513,97098;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014852/2024;45524,71377;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014996/2024;45537,60072;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015081/2024;45546,36576;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015415/2024;45533,77565;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015816/2024;45585,47854;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015897/2024;45561,64962;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016067/2024;45532,70598;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016304/2024;45674,59021;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016336/2024;45545,40197;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016650/2024;45580,36295;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016776/2024;45546,42381;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016904/2024;45951,64066;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016977/2024;45687,94087;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-016978/2024;45565,67707;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017407/2024;45573,23086;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017430/2024;45617,78884;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017463/2024;45572,74234;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017532/2024;45565,3553;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017910/2024;45576,8055;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018204/2024;46059,96392;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018220/2024;45740,98618;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018308/2024;45587,84547;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018388/2024;45567,57211;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018417/2024;45565,83468;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019001/2024;45708,06132;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019878/2024;45600,75392;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020646/2024;45807,45811;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020786/2024;45666,4664;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020821/2024;45626,4567;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-021166/2024;45763,83066;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-021693/2024;45663,84341;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-022368/2024;45650,46977;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-022499/2024;45663,78668;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-022929/2024;45679,39302;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000002/2025;45673,87556;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000003/2025;45679,83413;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000020/2025;45679,80211;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000142/2025;45679,03159;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000220/2025;45689,832;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000259/2025;45782,06934;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000489/2025;45940,00481;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000586/2025;45673,83407;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000714/2025;45834,41073;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000787/2025;45679,02851;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000891/2025;45721,57815;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001055/2025;45684,49131;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001185/2025;45716,45427;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001186/2025;45708,55228;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001225/2025;45693,73788;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001229/2025;45707,83027;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001546/2025;45715,89954;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001547/2025;45687,5105;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001726/2025;45721,61728;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001741/2025;45693,83683;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001742/2025;45728,29889;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001802/2025;45725,04466;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001906/2025;45712,8895;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001907/2025;45721,58914;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001988/2025;45721,58457;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002435/2025;45706,10507;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002681/2025;45721,58537;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003035/2025;45706,59078;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003138/2025;45713,54919;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003256/2025;45734,42939;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003277/2025;45715,59229;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-003655/2025;45717,05609;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004019/2025;45751,78624;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004033/2025;45741,78752;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004153/2025;45743,6411;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004559/2025;45750,47133;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004560/2025;45756,72728;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004573/2025;45741,89459;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004692/2025;45777,03652;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004693/2025;45754,91008;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-004694/2025;45733,50541;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005131/2025;45752,87703;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005313/2025;45747,3816;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005314/2025;45747,38376;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005539/2025;45754,77124;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-005811/2025;45820,75756;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006347/2025;45786,38229;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006348/2025;45786,38497;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006349/2025;46094,31172;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006787/2025;45790,94462;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006834/2025;46079,43708;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006930/2025;45960,61083;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-006980/2025;45769,7298;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007149/2025;45782,20501;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007204/2025;45770,86113;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007289/2025;45798,11111;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007291/2025;45790,62581;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007506/2025;45794,50972;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007677/2025;45787,89652;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007684/2025;45805,84389;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007758/2025;45809,58074;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-007884/2025;45813,65184;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008062/2025;45792,11014;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008074/2025;45782,81909;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008374/2025;45794,50412;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008492/2025;45792,28068;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008493/2025;45792,98505;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008500/2025;45793,00586;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008590/2025;45820,83468;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008594/2025;45821,78398;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008618/2025;45820,87505;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008757/2025;45804,66397;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-008818/2025;45802,74133;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009011/2025;45808,49921;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009015/2025;45814,83073;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009100/2025;45833,62321;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009227/2025;45833,62417;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009243/2025;45831,49862;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009561/2025;45824,84028;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009595/2025;45832,01696;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009684/2025;45824,78277;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009686/2025;45805,40615;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009687/2025;45820,7252;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009694/2025;45805,8508;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-009810/2025;45867,66405;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010009/2025;45808,61652;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010070/2025;45833,62928;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010071/2025;45833,63322;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010232/2025;45855,57747;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010347/2025;45815,09003;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010437/2025;46113,01454;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010471/2025;46139,88243;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010474/2025;45835,97229;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010505/2025;45835,97861;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-010510/2025;45847,88403;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011733/2025;46058,53127;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011738/2025;45852,5653;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-011743/2025;45857,54785;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012841/2025;45864,57221;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012876/2025;45869,65531;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-012947/2025;45864,08424;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013421/2025;45899,68762;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013459/2025;45867,86006;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013604/2025;45867,64456;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-013889/2025;45996,52079;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014014/2025;46097,14266;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014219/2025;45905,61419;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-014404/2025;46097,143;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-015329/2025;46085,33981;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-017617/2025;45915,78148;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-018749/2025;45945,39126;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-019847/2025;45970,40456;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020383/2025;45944,9217;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020681/2025;45957,64581;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-020932/2025;45963,25214;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-021939/2025;45988,42632;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-021945/2025;46055,54894;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-021954/2025;46073,63295;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-022178/2025;46017,48711;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-022247/2025;45979,55697;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-024143/2025;45999,49678;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-024595/2025;46058,53006;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-024907/2025;46000,85975;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-024909/2025;46073,55578;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025036/2025;46058,53652;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025140/2025;46024,57398;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025295/2025;46128,551;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025353/2025;46055,9499;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025372/2025;46096,1572;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025609/2025;46023,95432;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025771/2025;46074,97397;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-025882/2025;46094,31115;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-026447/2025;46080,07046;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-026944/2025;46055,59021;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-026979/2025;46094,31345;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-027243/2025;46055,64718;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-027244/2025;46058,97338;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-027249/2025;46058,86024;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000012/2026;46049,32032;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000013/2026;46097,13883;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000187/2026;46097,13575;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000189/2026;46055,60259;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000225/2026;46048,81105;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000272/2026;46053,96819;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000421/2026;46055,60741;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000803/2026;46055,60686;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000808/2026;46055,63786;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000809/2026;46049,88376;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000821/2026;46050,22874;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000852/2026;46050,93733;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000857/2026;46055,63459;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-000858/2026;46050,92999;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001133/2026;46050,91054;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001134/2026;46049,45486;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001470/2026;46067,01819;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001471/2026;46063,68975;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001478/2026;46049,44355;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001479/2026;46050,90294;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001480/2026;46063,67693;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001481/2026;46050,79365;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001486/2026;46049,34615;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001488/2026;46049,34063;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001519/2026;46074,886;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001626/2026;46053,47477;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001710/2026;46083,62854;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-001758/2026;46057,76642;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002083/2026;46053,49626;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002090/2026;46067,01487;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002261/2026;46054,49381;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002262/2026;46067,00575;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002349/2026;46058,73795;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002352/2026;46072,4887;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002354/2026;46066,99872;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002476/2026;46058,78113;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002482/2026;46057,74509;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002634/2026;46055,6134;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002635/2026;46062,88686;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002638/2026;46074,04094;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002639/2026;46062,88446;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002640/2026;46062,88419;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002641/2026;46062,88394;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002642/2026;46062,88362;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002645/2026;46084,10215;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002646/2026;46062,8809;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002649/2026;46064,66363;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002678/2026;46056,50207;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002688/2026;46056,49626;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002690/2026;46066,98223;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002696/2026;46058,77561;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002697/2026;46058,77097;A resposta fornecida foi satisfatória?;Insatisfatória
LAI-002698/2026;46058,76954;A resposta fornecida foi satisfatória?;Insatisfatória
