NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-002700/2026;46063,83955;81041;Informação recebida não corresponde à solicitada;Segunda Instância;46064,00001;46072,99999;46072,34307;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002704/2026;46062,87352;81045;Informação recebida não corresponde à solicitada;Segunda Instância;46063,00001;46072,99999;46066,34852;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002749/2026;46082,05043;81090;Informação recebida não corresponde à solicitada;Segunda Instância;46083,00001;46087,99999;46087,44771;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003263/2026;46072,75021;81604;Informação recebida não corresponde à solicitada;Segunda Instância;46073,00001;46077,99999;46077,7727;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003266/2026;46077,98878;81607;Informação recebida não corresponde à solicitada;Segunda Instância;46078,00001;46083,99999;46080,58772;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003327/2026;46105,45463;81668;Informação recebida não corresponde à solicitada;Segunda Instância;46106,00001;46111,99999;46111,64519;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003349/2026;46104,79751;81690;Informação recebida não corresponde à solicitada;Segunda Instância;46105,00001;46111,99999;46111,63389;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003494/2026;46113,4889;81835;Informação recebida não corresponde à solicitada;Segunda Instância;46114,00001;46118,99999;46118,80919;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003733/2026;46080,82081;82074;Informação recebida não corresponde à solicitada;Segunda Instância;46083,00001;46087,99999;46087,50932;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003837/2026;46096,32381;82178;Informação recebida não corresponde à solicitada;Segunda Instância;46097,00001;46101,99999;46101,74637;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004016/2026;46097,70744;82357;Informação recebida não corresponde à solicitada;Segunda Instância;46098,00001;46104,99999;46104,57551;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004082/2026;46106,2459;82423;Informação recebida não corresponde à solicitada;Segunda Instância;46107,00001;46111,99999;46108,40475;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004453/2026;46107,87514;82794;Informação recebida não corresponde à solicitada;Segunda Instância;46108,00001;46112,99999;46108,68769;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005178/2026;46119,40279;83519;Informação recebida não corresponde à solicitada;Segunda Instância;46120,00001;46125,99999;46125,64324;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005532/2026;46120,00883;83873;Informação recebida não corresponde à solicitada;Segunda Instância;46121,00001;46125,99999;46125,44089;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005746/2026;46097,78569;84087;Informação recebida não corresponde à solicitada;Segunda Instância;46098,00001;46104,99999;46101,60458;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005747/2026;46097,78494;84088;Informação recebida não corresponde à solicitada;Segunda Instância;46098,00001;46104,99999;46101,60495;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005748/2026;46097,78286;84089;Informação recebida não corresponde à solicitada;Segunda Instância;46098,00001;46104,99999;46101,60519;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006476/2026;46106,29538;84817;Informação recebida não corresponde à solicitada;Segunda Instância;46107,00001;46111,99999;46108,64378;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006971/2026;46107,486;85312;Informação recebida não corresponde à solicitada;Segunda Instância;46108,00001;46112,99999;46107,64204;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007335/2026;46134,89472;85676;Informação recebida não corresponde à solicitada;Segunda Instância;46135,00001;46139,99999;46139,73725;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007915/2026;46140,58935;86256;Informação recebida não corresponde à solicitada;Segunda Instância;46141,00001;46146,99999;46146,54402;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003186/2022;44942,90878;3186;Informação incompleta;Segunda Instância;44943,00001;44949,99999;44949,47624;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000499/2023;44952,91817;3895;Informação incompleta;Segunda Instância;44953,00001;44957,99999;44957,43618;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003354/2022;44961,37692;3354;Informação incompleta;Segunda Instância;44963,00001;44967,99999;44967,72512;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000716/2023;44963,38367;4112;Informação incompleta;Segunda Instância;44964,00001;44970,99999;44967,70019;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000500/2023;44971,6656;3896;Informação incompleta;Segunda Instância;44972,00001;44979,99999;44979,49644;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000349/2023;44985,51446;3745;Informação incompleta;Segunda Instância;44986,00001;44991,99999;44991,73531;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001205/2023;44984,59198;4601;Informação incompleta;Segunda Instância;44985,00001;44991,99999;44988,69073;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001830/2023;44995,53049;5226;Informação incompleta;Segunda Instância;44998,00001;45002,99999;45000,71515;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001140/2023;45004,70021;4536;Informação incompleta;Segunda Instância;45005,00001;45009,99999;45009,67208;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001853/2023;44999,4427;5249;Informação incompleta;Segunda Instância;45000,00001;45005,99999;44999,68655;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001855/2023;44999,4433;5251;Informação incompleta;Segunda Instância;45000,00001;45005,99999;44999,69124;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002810/2023;45002,71889;6206;Informação incompleta;Segunda Instância;45005,00001;45009,99999;45009,73271;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004207/2023;45012,57866;7603;Informação incompleta;Segunda Instância;45013,00001;45019,99999;45015,77638;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003375/2023;45010,05951;6771;Informação incompleta;Segunda Instância;45012,00001;45016,99999;45016,39532;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004602/2023;45020,40834;7998;Informação incompleta;Segunda Instância;45021,00001;45026,99999;45026,62083;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004959/2023;45027,38214;8355;Informação incompleta;Segunda Instância;45028,00001;45033,99999;45027,42913;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004724/2023;45040,75468;8120;Informação incompleta;Segunda Instância;45041,00001;45048,99999;45043,42424;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004307/2023;45049,95986;7703;Informação incompleta;Segunda Instância;45050,00001;45054,99999;45054,7289;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004667/2023;45041,69013;8063;Informação incompleta;Segunda Instância;45042,00001;45048,99999;45048,71794;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003938/2023;45058,89483;7334;Informação incompleta;Segunda Instância;45061,00001;45065,99999;45065,58727;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005195/2023;45061,68817;8591;Informação incompleta;Segunda Instância;45062,00001;45068,99999;45062,40705;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005684/2023;45040,43072;9080;Informação incompleta;Segunda Instância;45041,00001;45048,99999;45048,70071;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007510/2023;45084,65356;11905;Informação incompleta;Segunda Instância;45089,00001;45093,99999;45089,38266;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008094/2023;45085,78194;12489;Informação incompleta;Segunda Instância;45089,00001;45093,99999;45093,75892;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008450/2023;45089,74014;12845;Informação incompleta;Segunda Instância;45090,00001;45096,99999;45094,55998;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008454/2023;45104,04391;12849;Informação incompleta;Segunda Instância;45105,00001;45110,99999;45110,46867;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008456/2023;45104,04907;12851;Informação incompleta;Segunda Instância;45105,00001;45110,99999;45110,66892;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008894/2023;45093,71229;13289;Informação incompleta;Segunda Instância;45096,00001;45100,99999;45097,38818;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009110/2023;45090,70947;13505;Informação incompleta;Segunda Instância;45091,00001;45096,99999;45096,70527;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009114/2023;45104,44069;13509;Informação incompleta;Segunda Instância;45105,00001;45110,99999;45110,80884;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009678/2023;45111,01699;14073;Informação incompleta;Segunda Instância;45112,00001;45117,99999;45111,50888;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009794/2023;45098,42766;14189;Informação incompleta;Segunda Instância;45099,00001;45103,99999;45103,85302;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009851/2023;45131,38748;14246;Informação incompleta;Segunda Instância;45132,00001;45138,99999;45138,80757;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009922/2023;45108,87164;14317;Informação incompleta;Segunda Instância;45110,00001;45114,99999;45112,6412;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-010153/2023;45130,43097;14548;Informação incompleta;Segunda Instância;45131,00001;45135,99999;45135,38395;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011150/2023;45131,74225;15545;Informação incompleta;Segunda Instância;45132,00001;45138,99999;45133,51948;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011245/2023;45121,47397;15640;Informação incompleta;Segunda Instância;45124,00001;45128,99999;45121,97821;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011246/2023;45154,7119;15641;Informação incompleta;Segunda Instância;45155,00001;45159,99999;45159,79715;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011347/2023;45146,02844;15742;Informação incompleta;Segunda Instância;45147,00001;45152,99999;45149,71214;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011571/2023;45155,69477;15966;Informação incompleta;Segunda Instância;45156,00001;45160,99999;45160,85167;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012275/2023;45145,64376;16670;Informação incompleta;Segunda Instância;45146,00001;45152,99999;45152,50998;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012300/2023;45134,99313;16695;Informação incompleta;Segunda Instância;45135,00001;45139,99999;45138,39589;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012804/2023;45147,40241;17199;Informação incompleta;Segunda Instância;45148,00001;45152,99999;45147,41503;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012858/2023;45163,6524;17253;Informação incompleta;Segunda Instância;45166,00001;45170,99999;45170,42515;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013096/2023;45160,45318;17491;Informação incompleta;Segunda Instância;45161,00001;45166,99999;45166,86918;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013491/2023;45174,67512;17886;Informação incompleta;Segunda Instância;45180,00001;45184,99999;45184,64748;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013579/2023;45160,33367;17974;Informação incompleta;Segunda Instância;45161,00001;45166,99999;45162,84527;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013927/2023;45183,47361;18322;Informação incompleta;Segunda Instância;45184,00001;45188,99999;45188,88538;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014215/2023;45181,79943;18610;Informação incompleta;Segunda Instância;45182,00001;45187,99999;45187,58609;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014553/2023;45196,44792;19944;Informação incompleta;Segunda Instância;45197,00001;45201,99999;45196,70611;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014725/2023;45196,36139;20116;Informação incompleta;Segunda Instância;45197,00001;45201,99999;45201,84617;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015073/2023;45213,04179;20464;Informação incompleta;Segunda Instância;45215,00001;45219,99999;45219,97872;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015085/2023;45213,04367;20476;Informação incompleta;Segunda Instância;45215,00001;45219,99999;45219,97941;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015086/2023;45216,44409;20477;Informação incompleta;Segunda Instância;45217,00001;45222,99999;45219,33902;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015090/2023;45196,99464;20481;Informação incompleta;Segunda Instância;45197,00001;45201,99999;45198,83787;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015288/2023;45215,92036;20679;Informação incompleta;Segunda Instância;45216,00001;45222,99999;45222,83892;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015845/2023;45222,82175;21236;Informação incompleta;Segunda Instância;45223,00001;45229,99999;45229,40178;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016336/2023;45236,54171;21727;Informação incompleta;Segunda Instância;45237,00001;45243,99999;45237,46028;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016451/2023;45229,45951;21842;Informação incompleta;Segunda Instância;45230,00001;45236,99999;45236,8047;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016713/2023;45230,45999;22104;Informação incompleta;Segunda Instância;45231,00001;45236,99999;45236,74844;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016775/2023;45253,08986;22166;Informação incompleta;Segunda Instância;45254,00001;45258,99999;45254,6966;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016779/2023;45243,70336;22170;Informação incompleta;Segunda Instância;45244,00001;45251,99999;45251,7833;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016782/2023;45243,70223;22173;Informação incompleta;Segunda Instância;45244,00001;45251,99999;45251,78664;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017362/2023;45268,63677;22753;Informação incompleta;Segunda Instância;45271,00001;45275,99999;45275,94397;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017402/2023;45252,37017;22793;Informação incompleta;Segunda Instância;45253,00001;45257,99999;45257,84119;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017492/2023;45237,54172;22883;Informação incompleta;Segunda Instância;45238,00001;45243,99999;45239,65779;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017794/2023;45258,34953;23185;Informação incompleta;Segunda Instância;45259,00001;45264,99999;45264,88238;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018709/2023;45278,72139;24100;Informação incompleta;Segunda Instância;45279,00001;45286,99999;45281,54972;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019106/2023;45296,16487;24497;Informação incompleta;Segunda Instância;45299,00001;45303,99999;45301,68586;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019396/2023;45278,88112;24787;Informação incompleta;Segunda Instância;45279,00001;45286,99999;45286,50784;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019644/2023;45281,96696;25035;Informação incompleta;Segunda Instância;45282,00001;45286,99999;45286,79948;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019952/2023;45316,01905;25343;Informação incompleta;Segunda Instância;45317,00001;45321,99999;45321,61896;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020090/2023;45299,7672;25481;Informação incompleta;Segunda Instância;45300,00001;45306,99999;45303,71383;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020477/2023;45304,51649;25868;Informação incompleta;Segunda Instância;45306,00001;45310,99999;45310,73399;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020576/2023;45313,39216;25967;Informação incompleta;Segunda Instância;45314,00001;45320,99999;45320,70551;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000005/2024;45320,60772;26004;Informação incompleta;Segunda Instância;45321,00001;45327,99999;45327,59278;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000029/2024;45315,05065;26028;Informação incompleta;Segunda Instância;45316,00001;45320,99999;45318,37861;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001036/2024;45323,60448;27035;Informação incompleta;Segunda Instância;45324,00001;45328,99999;45328,83175;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001128/2024;45325,44164;27127;Informação incompleta;Segunda Instância;45327,00001;45331,99999;45331,79625;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001831/2024;45356,58911;27830;Informação incompleta;Segunda Instância;45357,00001;45362,99999;45358,43039;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001833/2024;45348,73271;27832;Informação incompleta;Segunda Instância;45349,00001;45355,99999;45351,45132;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002365/2024;45342,52093;28364;Informação incompleta;Segunda Instância;45343,00001;45348,99999;45348,40924;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002594/2024;45344,70481;28593;Informação incompleta;Segunda Instância;45345,00001;45349,99999;45348,73869;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002634/2024;45366,50106;28633;Informação incompleta;Segunda Instância;45369,00001;45373,99999;45371,64706;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003351/2024;45362,76201;29351;Informação incompleta;Segunda Instância;45363,00001;45369,99999;45369,70503;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003791/2024;45356,76618;29791;Informação incompleta;Segunda Instância;45357,00001;45362,99999;45362,48493;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004297/2024;45377,30875;30297;Informação incompleta;Segunda Instância;45378,00001;45383,99999;45377,79259;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004298/2024;45377,30918;30298;Informação incompleta;Segunda Instância;45378,00001;45383,99999;45377,79324;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004381/2024;45378,48699;30381;Informação incompleta;Segunda Instância;45383,00001;45387,99999;45387,74935;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004731/2024;45393,37036;30731;Informação incompleta;Segunda Instância;45394,00001;45398,99999;45394,6719;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005397/2024;45387,69053;31397;Informação incompleta;Segunda Instância;45390,00001;45394,99999;45392,62829;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005555/2024;45387,68604;31555;Informação incompleta;Segunda Instância;45390,00001;45394,99999;45392,62678;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005565/2024;45415,58541;31565;Informação incompleta;Segunda Instância;45418,00001;45422,99999;45420,66956;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005571/2024;45387,70228;31571;Informação incompleta;Segunda Instância;45390,00001;45394,99999;45392,35688;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005665/2024;45399,42696;31665;Informação incompleta;Segunda Instância;45400,00001;45404,99999;45404,8822;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005721/2024;45407,7384;31721;Informação incompleta;Segunda Instância;45408,00001;45412,99999;45412,81066;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005885/2024;45391,45796;31885;Informação incompleta;Segunda Instância;45392,00001;45397,99999;45397,42495;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006146/2024;45398,64127;32146;Informação incompleta;Segunda Instância;45399,00001;45404,99999;45401,70568;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006184/2024;45405,42617;32184;Informação incompleta;Segunda Instância;45406,00001;45411,99999;45405,61596;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006511/2024;45418,66427;32511;Informação incompleta;Segunda Instância;45419,00001;45425,99999;45420,4433;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006675/2024;45426,4999;32675;Informação incompleta;Segunda Instância;45427,00001;45432,99999;45432,5969;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006712/2024;45400,56558;32712;Informação incompleta;Segunda Instância;45401,00001;45405,99999;45404,44993;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006778/2024;45405,4416;32778;Informação incompleta;Segunda Instância;45406,00001;45411,99999;45411,74179;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006901/2024;45435,52373;32901;Informação incompleta;Segunda Instância;45436,00001;45440,99999;45436,69227;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007126/2024;45428,93436;34124;Informação incompleta;Segunda Instância;45429,00001;45433,99999;45433,36308;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007127/2024;45421,35985;34125;Informação incompleta;Segunda Instância;45422,00001;45426,99999;45426,65095;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007157/2024;45434,58221;34155;Informação incompleta;Segunda Instância;45435,00001;45439,99999;45439,88626;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007465/2024;45411,29067;34463;Informação incompleta;Segunda Instância;45412,00001;45418,99999;45411,53318;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008255/2024;45428,9162;35253;Informação incompleta;Segunda Instância;45429,00001;45433,99999;45433,36846;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008435/2024;45421,67804;35434;Informação incompleta;Segunda Instância;45422,00001;45426,99999;45426,44593;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008529/2024;45420,69109;35528;Informação incompleta;Segunda Instância;45421,00001;45425,99999;45425,80781;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008563/2024;45420,75089;35562;Informação incompleta;Segunda Instância;45421,00001;45425,99999;45421,39928;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008876/2024;45435,501;35875;Informação incompleta;Segunda Instância;45436,00001;45440,99999;45439,67212;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008889/2024;45426,77071;35888;Informação incompleta;Segunda Instância;45426,77071;45436,99999;45434,63543;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008941/2024;45426,75392;35940;Informação incompleta;Segunda Instância;45427,00001;45432,99999;45427,65631;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008987/2024;45441,38103;35986;Informação incompleta;Segunda Instância;45446,00001;45450,99999;45450,45174;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009111/2024;45427,75059;36110;Informação incompleta;Segunda Instância;45428,00001;45432,99999;45429,46365;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009183/2024;45432,71764;37181;Informação incompleta;Segunda Instância;45433,00001;45439,99999;45436,5884;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009309/2024;45441,22855;37307;Informação incompleta;Segunda Instância;45446,00001;45450,99999;45450,38208;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009484/2024;45447,37436;37482;Informação incompleta;Segunda Instância;45448,00001;45453,99999;45448,4547;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009675/2024;45460,62356;37673;Informação incompleta;Segunda Instância;45461,00001;45467,99999;45467,41513;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-009923/2024;45461,45601;37921;Informação incompleta;Segunda Instância;45462,00001;45467,99999;45467,70601;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-010140/2024;45473,84883;38138;Informação incompleta;Segunda Instância;45474,00001;45478,99999;45478,83163;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011071/2024;45467,33878;39069;Informação incompleta;Segunda Instância;45468,00001;45474,99999;45469,02258;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011667/2024;45504,77619;39665;Informação incompleta;Segunda Instância;45505,00001;45509,99999;45509,4603;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012112/2024;45488,81535;40110;Informação incompleta;Segunda Instância;45489,00001;45495,99999;45495,75126;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012409/2024;45488,73297;40407;Informação incompleta;Segunda Instância;45489,00001;45495,99999;45495,68994;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013028/2024;45504,69839;41026;Informação incompleta;Segunda Instância;45505,00001;45509,99999;45509,6623;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013086/2024;45503,46606;41084;Informação incompleta;Segunda Instância;45504,00001;45509,99999;45506,56178;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013317/2024;45530,77978;41315;Informação incompleta;Segunda Instância;45531,00001;45537,99999;45537,97935;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013724/2024;45523,60101;41722;Informação incompleta;Segunda Instância;45524,00001;45530,99999;45525,70721;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013937/2024;45524,33008;41935;Informação incompleta;Segunda Instância;45525,00001;45530,99999;45530,51177;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014042/2024;45540,32558;42040;Informação incompleta;Segunda Instância;45541,00001;45545,99999;45544,61075;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014168/2024;45516,60902;42166;Informação incompleta;Segunda Instância;45517,00001;45523,99999;45523,66788;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
